GEONAME,Distance
"Congressional District 6 (118th Congress), Georgia",278.2576503889875
"Congressional District 9 (118th Congress), North Carolina",278.6718679737874
"Congressional District 2 (118th Congress), Colorado",278.74131376600775
"Congressional District 5 (118th Congress), Maryland",278.9727406038088
"Congressional District 7 (118th Congress), Maryland",279.0151071178763
"Congressional District 1 (118th Congress), Nevada",279.0346035888739
"Congressional District 10 (118th Congress), New Jersey",279.64885124026523
"Congressional District 4 (118th Congress), Nevada",280.0392651040207
"Congressional District 2 (118th Congress), New York",280.07700726764415
"Congressional District 12 (118th Congress), New Jersey",281.4100389111945
"Congressional District 20 (118th Congress), Texas",281.44091742317784
"Congressional District 6 (118th Congress), New Jersey",281.7773766646286
"Congressional District 27 (118th Congress), California",281.93274020588666
"Congressional District 1 (118th Congress), Colorado",282.75164013671076
"Congressional District 20 (118th Congress), California",284.11920033676006
"Congressional District 9 (118th Congress), Florida",284.1518959993053
"Congressional District 4 (118th Congress), Connecticut",284.3674735267731
"Congressional District 6 (118th Congress), California",285.8669270832147
"Congressional District 8 (118th Congress), Massachusetts",287.73425239272433
"Congressional District 19 (118th Congress), California",288.0146697652743
"Congressional District 49 (118th Congress), California",288.2445662974412
"Congressional District 4 (118th Congress), Maryland",288.2690583465385
"Congressional District 1 (118th Congress), California",288.621482221958
"Congressional District 9 (118th Congress), California",288.8678244457143
"Congressional District 1 (118th Congress), Washington",289.1398277650452
"Congressional District 8 (118th Congress), Maryland",289.5617378038749
"Congressional District 2 (118th Congress), Nevada",289.619854291794
"Congressional District 9 (118th Congress), New Jersey",290.4745427744056
"Congressional District 11 (118th Congress), New York",290.4877794331459
"Congressional District 26 (118th Congress), California",291.25753209144654
"Congressional District 33 (118th Congress), California",291.3428392804601
"Congressional District 3 (118th Congress), Pennsylvania",291.9100375115594
"Congressional District 7 (118th Congress), New Jersey",291.9449605661999
"Congressional District 10 (118th Congress), Virginia",293.0944557646903
"Congressional District 7 (118th Congress), Illinois",293.90802983246306
"Congressional District 3 (118th Congress), Arizona",294.38389901623356
"Congressional District 4 (118th Congress), New York",294.5341915635602
"Congressional District 6 (118th Congress), Oregon",294.76146288142894
"Congressional District 5 (118th Congress), New Jersey",294.82140356493795
"Congressional District 13 (118th Congress), California",295.99908783643235
"Congressional District 40 (118th Congress), California",296.59951112569286
"Congressional District 39 (118th Congress), California",296.9197534688455
"Congressional District 3 (118th Congress), Nevada",297.55337336350266
"Congressional District 5 (118th Congress), Kentucky",297.62893004545106
"Congressional District 8 (118th Congress), California",298.01842224936365
"Congressional District 16 (118th Congress), New York",298.2457040763538
"Congressional District 5 (118th Congress), Washington",298.29453565226436
"Congressional District 2 (118th Congress), Utah",298.4443666749299
"Congressional District 32 (118th Congress), California",298.45622794641093
"Congressional District 7 (118th Congress), California",298.47636422336694
"Congressional District 3 (118th Congress), Washington",298.9199725679099
"Congressional District 1 (118th Congress), New York",299.11168482692216
"Congressional District 8 (118th Congress), Virginia",300.42270220474353
"Congressional District 10 (118th Congress), Washington",300.6638987307921
"Congressional District 45 (118th Congress), California",302.19362997919063
"Congressional District 44 (118th Congress), California",302.3328959938035
